teks;;;label
suara pocong macam hensem je kaya pernah deh muncul di tv rame dia tuh dulu soanya ;;;1
 mas pocong itu dulu punya buku ayang jo kalo kamu tau arief muhammad yutuber itu beliau ;;;0
 gue enggak kenal semua yang di foto dan enggak kenal sapa itu sih pocong padahal gue twitter an sudah dari lol;;;0
 tahi bilang saja saksi palsu mending kalian bawa pocong kalian untuk saksi ;;;-1
 boleh pocong hina dengan syarat kafan yang gu ;;;-1
 yaelah pocong gaikutan begitu juga doi sudah kayak raya gangaruh dia siapa juga ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
masuk dan tonton live pocong p ramal di bigolive girl surabaya ;;;0
apa sama pocong ;;;0
 cuma tau firgi sama andihiyat wkwk btw pocong deh ada waktu aku masih main twitter di warnet hwkwk;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 dasar pocong kepo;;;-1
aku macam belum sedia je nak tengok cerita pocong ini urabaya ;;;0
 lah sapa bilang lu pocong kan tadi ada kata rumit makanyaaa ;;;-1
 lagi rencana mau bukain tali pocong terus aku colong wkwkwk;;;0
 cie pocong tanya tanya nih mau siap masuk ke mimpi aku enggak cong ;;;1
 makim cinta sama pocong;;;1
 lagi pikir jadi pocong;;;0
adapun judul sinetron dan film yang pernah bintang adalah gerhana cintapuccino bukan pocong biasa bangkit ;;;-1
laku pocong ;;;1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 a maneh sok mikir teu sih lamun kira pereum kira sampo dihareupeun teh aya kuntilanak genderewo tuyul pocong keur narempokeun ;;;-1
 apa lu mimpiin gue ha gue bukan pocong ;;;0
pocong bangkit dari kubur bikin geger kembali notif twitter aku yahalhamdulillah ;;;-1
 paan tuh pocong ang pernah bintang adalah gerhana cintapuccino bukan pocong biasa bangkit ;;;-1
 wah entar pocong kena tanda like atau re twit mesti waspada bisa enggak kembali lama entar cong ;;;1
 jangan jangan lu pocong;;;0
 itu pocong kalo nge cas hapenya bagaimana ;;;0
 masa enggak tau pocong lo nder;;;0
 pocong bacot banget heran ;;;-1
rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak;;;-1
rt apakah pocong yang belakang jadi topik populer di twitter adalah gang pocong di kalimongso ;;;1
 sama yang balas hah serius enggak tau pocong mana saja pasti baru main twt ha bacot;;;-1
 kira kapan susul jadi pocongadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak;;;-1
 pocong bisa apasih ;;;0
pada ribut apa sih pacang pocong pacang pocong;;;0
rt sini mas pocong foto dulu ;;;0
 lagi lihat pocong ngevlog;;;0
itu yang nyinyir akun pocong banyak bikin akun anak baru saja banyak gaya main ig saja sana di sama gua masih bayang anak;;;-1
cerita pocong ini banyak lawak dari seram lol;;;-1
 pantesan jadi pocong ;;;0
 dan pocong duit banyak banget bang;;;0
 kata bang pocong kan tweet atas enggak penting haha;;;1
 asli gue kenalny sama pocong mereka enggak kenal;;;1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 sorry aku lebih kenal pocong duluan dari mereka yang aku kenal cuma bayujoo andi sama seterahdeh kamu anak baru ya;;;-1
 semua yang di foto yang replyyg likeyg rtyg kuotyg ngliatyg ngetuityg asih fotombesok kalo mati kak ;;;-1
rt ini setan lucu banget deh setelah hilang akhir balik lagi;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt dari zaman baru lahir sampai pocong muncul kembali hahaha nemu ini di liked twitter kali welcome back ;;;-1
rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ;;;1
 lihat pocong;;;0
 lagi tunggu mbah pocong;;;0
jembut pocong ludah pocong;;;0
 pas jam poconggg lo belum lahir ya wkwkwk padahal dulu doi ngehitz banget sampai ada film poconggg juga pocong hiyak;;;0
 generasi setelah pocong zarry shiltlicious mereka itu jadi kalau main lama banyak yang enggak tau;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 astagfirullah pocong pernah kentang itu;;;0
yang sekarang enggak tau pocongyang dulu enggak tau selebwtit sekarangdah ngausa ribut entar mati juga ndiri ndiri ;;;-1
rt krt mau tanya ini minki benar lagi cosplay jadi gigi gue kira ini pocong sumpah wkwkwkw ;;;1
rt wkwkwk ini pocong mangkal mana sih ;;;-1
 pocong kok tanya nya kayak cowok habis topik wkwkw;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 enggak penting kata pocong juga ;;;1
rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak;;;-1
 pocong enggak lompat;;;0
 kasihan sih masa ngatau pocong pasti masa kecil ngaperna lihat jefri sama mumun sampai ngatau pocong ua masih bayang anak;;;-1
 bukan gue pocong yang bilang ;;;0
cong pocongsaya mau daftar jadi pocong syarat apa ya cong ;;;-1
 belum follow beberapa dari mereka sudah lebih dulu follow pocong alit bena radit yang aku tau mereka sama manusia ayang anak;;;0
rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ;;;-1
cinta abang sama eneng bagai pocong ikat erat tanpa ada yang berani lepas ;;;1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 noh bayu joo pocong nya;;;0
 paket hemat sampai sih ya cuma modal beli es pocong di lapmer minum di basecamp rumah inta untuk mereka sama manusia ayang anak;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 apa lo cong bangun pagi jual bubur ayam ingat lo pocong;;;-1
 mau ke klub malam kalau pocong ;;;0
 pocong enggak datang jadi bahan omong wkwwkw;;;0
 pocong kalo mau makan bagaimana ;;;0
 mau tanya nih pocong kalo lagi magrib begini apa ;;;0
 betul pocong radit itu adalah the real selebtwit;;;1
 pocong kepleset kulit pisangq;;;0
 iya pocong enggak ada orang mereka adek kelas pocong wqwq;;;0
 sumpah deh kalo ketemu mereka di jalan engah pun enggak takut kalah tenar ya dengan kembalinyaa pocong kibashijab;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
sirkel itu kan status quo banget datang invasi selebgram sama kambek pocong langsung pada rapat baris takut sisih;;;-1
rt betulke arwah akan kembali lihat anak cucu kali akhir tapi kalau bab bab pocong ini memang seram ;;;-1
 ini setan lucu banget deh setelah hilang akhir balik ;;;-1
 ralat nder selebtwit baru tetas gue dari dulu yang tau cuma pocong alit sama vincent ;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 korang tampak pocong ke hahahaha;;;0
 pantat kau omong sama pocong kau bodat;;;0
bangga sama diri sendiri dari jam dulu sih pocong ngetren di twitter hilang dan sampai kemarin comeback lagi kak twitter gue enggak follow ;;;1
 pocong enggak ada hargadiri lagi;;;0
lah iya ya kenapa enggak pocong ;;;0
 loh memang dulu sering tayang di tv ya iya benar utama adegan sih psycho gondol pocong dari kubur;;;1
 mau sumpah pocong ayo;;;1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 mimpi pocong ya hahahamampus;;;1
rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak;;;-1
pehh muka pocong ini gelp je pocong yang masuk dalam mimpi aku gila syeramm mata dia tenung aku dari bumbung rumah bang ;;;1
 lol riak pocong;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
igt pocong tadi rupa bantal syeramm mata dia tenung aku dari bumbung rumah bang ;;;0
 kakak gegara pocong awokwowkowkwo ;;;0
sudah jadi pocong duluan baru istighfar ;;;0
 lagi pikir pocong ngesot kayak mana ya v;;;-1
 dulu lentuna mau undang pocong kan ya vindulll tapi enggak jadi ;;;0
 lagi mikir apa pocong balik lagi ke twitter;;;0
rt mampus ribut pisang vs pocong sama enggak punya tang sama bentuk panjang kayak apa kalo antem ye ;;;1
 iya tapi terus mas pocong go public ada acara tipi tapi lupa judul apa ;;;0
 pocong adalah sepuh mereka;;;0
pocong pocong ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 enggak tau tuh tau pocong;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 lagi ngiket tali pocong yang tukar welcomebackpoconggg;;;0
 yang di pic memang siapa kalau yang pocong itu aku tau;;;0
 pocong lihat ini mah tawa tawa geliii;;;0
 lek teng kan akeh pocong mangkane wegah lek meteng l ;;;0
 ya bisa dong memang pocong doang ;;;-1
 gue tau pocong dari awal main twtter banget haha;;;1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 lebih suqa pocong;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 maaf maaf mereka rata ada di twitter tahun sih pocong tahun followersny sudah kak ;;;0
 follow dia ting follow kalo lu follow pocong auto ubah jadi kuntilanak;;;0
mending lihat kuntilanak apa pocong gunderuwo kalian tiga nya muncul ada depan daripada lihat cewek pakai hijab pakai ;;;0
rt wkwk sama gua juga gakenal kalau pocong tau lah dari jam dulu musim nigh;;;0
 asa di buli sih pocong;;;0
 pocong ayo keluar conggggg;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 lepas saja tali pocong nya;;;0
 benci banget sama sih pocong;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 kok tadi bohong baca pocong ya;;;-1
 a nama pocong panggil kak ijey ini;;;0
kayak lompat pocong enggak sih gua juga gakenal kalau pocong tau lah dari jam dulu musim nigh;;;0
 pocong itu arief muhammad dulu tuh pernah bikin gempar warga twitter karena ya pada ;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 ada bang andi masa tapi kok aku cuma kenal pocong ;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 pocong lebih dulu kali;;;0
 pocong kan setan kak jadi enggak lihat;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 cinta pandang pertama hanya omong kosong pocong hold my beer ;;;1
 e anjay belum ada mereka pocong sudah kenal dulu woy;;;0
 pocong kalo bawa motor bagaimana ;;;0
 ;;;0
filmografi the tarix jabrix rantau bangkit dari kubur slank enggak ada mati ke ;;;-1
 helloooow dulu gue sampai bela bela loh beli buku pocong di indomaret waktu gue lagi mudik pakai uan ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ;;;-1
rt wkwkwk ini pocong mangkal mana sih ;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 semua akan di pocong pada akhir jadi ya kita semua bakal jadi pocong iani ;;;0
 pocong nyaut enggak sih a akhir jadi ya kita semua bakal jadi pocong iani ;;;0
 iye pocong siapa anjir balik saja ke instagram;;;0
 lu lair tahun berapa kalo barusan mah wajar pocong lebih heboh dari pada itu selebtwit;;;1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt santai bang pada saat lu bakal jadi pocong kok;;;1
ini pocong di saat masih anak kostan ;;;0
 entar bisa lihat pocong dong aku ;;;0
 gue malah tau pocong daripada mereka ;;;0
 tunggu pocong ngupil pengin lihat bagaimana ;;;0
 dek selesain dulu prnya baru bilang pocong who;;;0
 apakah di liang lahat ada sinyal kok pocong ini bisa nge tweet ;;;-1
rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ;;;1
kakak kakak bangsat dengan pocong yang satu ini ;;;0
 tonton pocong;;;0
member ajak tengok pocong the origin kau gila haha aku nak tengok muka dia saat pun takut ini nak tengok wayang ;;;1
 memang benar jodoh enggak bakal mana mana tapi memang benar jodoh ada mana sih poconggg juga pocong;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 ih langsung follow pocong dong wkwkw oke oke;;;1
 ;;;0
 pocong katro sambat itu temennye nasi ;;;0
 pocong lebih sukses dari mereka semua sih kayak wkwkwk;;;1
pocong itu slebtweet jam gue esempe jir;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
pocong hpnya i kali ;;;0
 tuhkan pantesan zuppasoup enak nyata diludahin pocongiani ;;;1
 coba cek akun pocong;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 mending pocong daripada maling;;;0
rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ;;;-1
 betul biar ena pakai ludah pocong nyata diludahin pocongiani ;;;1
tak best langsung pocong nk tgok annabelle juga ;;;0
pocong shalihah ;;;0
 hhhaah bantu pocong bantu ludahin ya diludahin pocongiani ;;;0
 pocong mah mana kan memang masuk jahanam ngiani ;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 pocong pas jadi selebtwit dulu twitter cuma punya juta guna dia sudah punya juta followers;;;-1
 pengin jadi pocong biar bisa tampil di acara dunia lain giani ;;;0
 pocong itu arief muhammad;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
cinta abang sama eneng bagai pocong ikat erat tanpa ada yang berani lepas ;;;1
 gue pernah di reply sama pocong pada zaman dan gue senang banget ;;;1
rt di kejar pocong dan kuntilanak a horror thread threadhoror bacahorror ;;;0
 enggak pernah follow pocong belum tapi gue pernah tau judul poconggg juga pocong kalo enggak salah jadi film;;;-1
 pocong kalo nonggol pas jumaat kliwon doang nder tapi sering absen karena sudah tua takut angin duduk kalo keluar malam ;;;-1
 pocong pertanyannya seram amat;;;-1
 katai sama pocong bagaimana kak v ;;;0
 wah sih pocong sombong ya ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 malah aku lebih tau dulu sih pocong ;;;0
 seram nih pocong nya bisa omong di acara dunia lain giani ;;;-1
macam mana pocong ini pun boleh verified ;;;-1
 kayak pocong ya ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 selebtwit enggak tau pocong belum pro main twitter wkwkwkwkgiani ;;;0
 ha gua gapada kenal mereka bodo amat gua stan pocong saja;;;0
rt gue mau ngumpulin orang yang enggak follow akun sih pocongadakah di antara teman ku;;;0
 pocong bukan masuk setan ya bre salah terka gua arti yodah bakar saja itu bre mumpung sudah linting;;;-1
rt film pocong pertama yang cekal ;;;0
rt pocong kan ghaib replynya juga ghaib lah ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 gua resep kejer pocong lu anjir v;;;0
rt betulke arwah akan kembali lihat anak cucu kali akhir tapi kalau bab bab pocong ini memang seram ;;;-1
rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak;;;-1
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ;;;0
 good job min kalo mau bikin meta sebar pocong bisa manfaat citra landsat enggak min ;;;1
rt lah pocong mah sudah hits duluan keleusss;;;0
 lu belum main twitter kali nderr pas jam jaya jaya nya sih pocong ;;;0
